"response","explanatory","constraint","r2","adj.r2","perm_r2","perm_adjr2","perm_r2z","perm_adjr2z","perm_r2z_p","perm_adjr2z_p"
"MusicalDist","LanguageDist","GeographicDist",0.122053679926768,0.0979705363750416,0.0701005065027173,0.000358044490421091,1.87633892652173,-0.961618665058113,59,96
"DifferentiationDist","LanguageDist","GeographicDist",0.184169725666535,0.165832141122044,0.0705697638168283,0.000862496103090411,3.51046776221964,2.4630879036891,94,98
"DynamicsDist","LanguageDist","GeographicDist",0.0631772288766395,0.0190447059581769,0.0633078568415517,-0.00694405389533196,-0.610423030038967,-0.893705125376661,8,71
"OrnamentationDist","LanguageDist","GeographicDist",0.0838484579344189,0.0558406711750988,0.0657473487788185,-0.00432160006277008,-0.839677864333017,0.978934365837945,17,79
"RhythmDist","LanguageDist","GeographicDist",0.156595847710075,0.132878906065477,0.0670257895071584,-0.00294727627980468,3.7720303732503,1.75776915975296,93,100
"TensionDist","LanguageDist","GeographicDist",0.0675875599762408,0.0302124806823826,0.0676938922096547,-0.00222906587462117,-0.819458590889546,-2.73650807473227,4,61
"MusicalDist","GeneticDist","GeographicDist",0.232493986920027,0.208354044747622,0.0451849933771383,-0.00139134840934275,4.84484327655139,5.51402557487688,100,100
"DifferentiationDist","GeneticDist","GeographicDist",0.220259733799974,0.190396034915241,0.0485535939350451,0.00214157412699851,4.97532516721798,4.2636861235282,100,100
"DynamicsDist","GeneticDist","GeographicDist",0.117391359783305,0.0556336607501334,0.0442377484495033,-0.00238480040661851,3.97032247947511,1.33180416382186,65,92
"OrnamentationDist","GeneticDist","GeographicDist",0.150953340432768,0.115288820508638,0.0474202540864931,0.000952949407785438,2.20646531123438,1.20871205512395,87,97
"RhythmDist","GeneticDist","GeographicDist",0.203400443799966,0.168104987887321,0.0457407947639943,-0.000808434759713256,6.87740326818942,5.28767473510345,99,100
"TensionDist","GeneticDist","GeographicDist",0.19511899583871,0.155481908148454,0.0505916847596689,0.00427908401623815,5.11576059149431,2.09779546285585,97,100
"MusicalDist","GeographicDist","LanguageDist",0.176512728519345,0.136483345208727,0.0742530140452285,0.00482199009862065,3.9557803430777,2.44955132073256,81,97
"DifferentiationDist","GeographicDist","LanguageDist",0.195956550865324,0.158466167049758,0.0686167698363175,-0.00123697242595869,4.09719866197323,1.59132545362455,97,99
"DynamicsDist","GeographicDist","LanguageDist",0.0509366411494069,-0.0180969106250768,0.0657661077873438,-0.0043014341286054,0.51006473860912,-3.46630564847961,1,37
"OrnamentationDist","GeographicDist","LanguageDist",0.290117150438703,0.254079322014637,0.0609268410078482,-0.00950364591656321,2.85793084542316,5.03889429194335,100,100
"RhythmDist","GeographicDist","LanguageDist",0.173022716080584,0.129567779953509,0.0780710308862489,0.00892635820271753,3.53847242293974,1.80584511731999,85,95
"TensionDist","GeographicDist","LanguageDist",0.166522316558501,0.11253197157295,0.0663651708386871,-0.00365744134841134,3.78272126747013,0.117258660317979,81,96
"MusicalDist","GeneticDist","LanguageDist",0.132512257885366,0.0866933389650143,0.0752495936157189,0.00589331313689784,1.15802778433139,-0.317950880284228,46,88
"DifferentiationDist","GeneticDist","LanguageDist",0.153389692390919,0.11029840614451,0.0695208437485804,-0.000265092970276069,1.22719365391034,0.926044676289375,75,98
"DynamicsDist","GeneticDist","LanguageDist",0.0688542079556722,0.00217823076096035,0.0771902161596738,0.0079794823716494,-4.98109469170048,-2.50156480750065,1,30
"OrnamentationDist","GeneticDist","LanguageDist",0.143807501577216,0.0885184035661121,0.0666304210624827,-0.00337229735783115,3.84560917173911,-0.486820541604648,69,97
"RhythmDist","GeneticDist","LanguageDist",0.170642910369706,0.126874841912253,0.0605885493566896,-0.00986730944155873,3.48530483725671,2.44104577682175,92,100
"TensionDist","GeneticDist","LanguageDist",0.158231528787316,0.103150290673978,0.0654696623850977,-0.00462011293601998,3.42787131541754,1.86658235456252,75,99
"MusicalDist","GeographicDist","GeneticDist",0.20121352186347,0.174727544811824,0.0671974436652591,-0.00276274805984653,4.67416541554691,3.62950905056816,100,100
"DifferentiationDist","GeographicDist","GeneticDist",0.223821673384282,0.194225119968372,0.0685790085370874,-0.00127756582263107,3.02742983038661,3.45335883132237,96,100
"DynamicsDist","GeographicDist","GeneticDist",0.0569302141527928,-0.00936207080266693,0.0763600190259974,0.00708702045294719,-2.31377489745935,-2.86857080460596,1,34
"OrnamentationDist","GeographicDist","GeneticDist",0.391071062161772,0.373415371367318,0.0706250366169741,0.000921914363247123,8.01159074044867,6.36552154928064,100,100
"RhythmDist","GeographicDist","GeneticDist",0.0794364210873497,0.0348436634712581,0.0705959210182556,0.000890615094624769,1.04603800812422,-0.5381610535718,18,73
"TensionDist","GeographicDist","GeneticDist",0.217574575389249,0.179621656165283,0.0692482687795051,-0.000558111062032046,4.28342717180713,4.58366172244056,99,100
"MusicalDist","LanguageDist","GeneticDist",0.0467727442362331,0.0145540301955313,0.067004241589778,-0.00297044029098863,-2.42819346093321,-3.22483662963314,0,57
"DifferentiationDist","LanguageDist","GeneticDist",0.145164806776438,0.121493465269927,0.0665710663400662,-0.00343610368442889,4.13809162762414,0.937854230723039,87,100
"DynamicsDist","LanguageDist","GeneticDist",0.0206336500523928,-0.0256758842085864,0.0743823274423168,0.00496100200049052,-0.539370747465764,-1.19422752382615,0,15
"OrnamentationDist","LanguageDist","GeneticDist",0.177656530801936,0.148406303585254,0.0456614074376723,-0.000891694638538766,5.79188660979026,3.2245209785908,100,100
"RhythmDist","LanguageDist","GeneticDist",0.0302520192865815,-0.00307535639184187,0.045948314590102,-0.000590792015258822,-0.609860606416534,-0.550218074444059,0,30
"TensionDist","LanguageDist","GeneticDist",0.081752351755596,0.0449705478002406,0.0433181416730181,-0.0033492660502493,2.05592090591396,0.215962141385974,42,87
