"","song_id","society_id","line_1","line_10","line_11","line_12","line_13","line_14","line_15","line_16","line_17","line_18","line_19","line_2","line_20","line_21","line_22","line_23","line_24","line_25","line_26","line_27","line_28","line_29","line_3","line_30","line_31","line_32","line_33","line_34","line_35","line_36","line_37","line_4","line_5","line_6","line_7","line_8","line_9","Society_latitude","Society_longitude","Area_latitude","Area_longitude","Region","Division","Subregion","Area","society","alternative_names","People","People2","People3","Focal_years","cantometrics_samplesize","minutage_samplesize","parlametrics_samplesize","phonotactics_samplesize","Koppen_climate_terrain","Koppen_code","Arensberglomax_taxon","Language","Language_nearsubfamily","Language_largersubfamily","Language_family","Glottocode","Country","dplace_id","EA_cu..UPDATE","EA_Prov_name","EA_Prov_.","EA_.","Culture_Wiki","Society_summary","Notes_1","Culture.Sources","Local_latitude","Local_longitude","Homeland_latitude","Homeland_longitude","Preferred_name","Society_location","Audio_notes","Duration","Audio_file","archivalsource_id","Song","Genre","Song_notes","Performers","Instruments","Vocalist_gender","Lyrics","Living_metadata","Recorded_by","Year","Publisher","Publcation_collection","Repository","Classification_notes","Metadata_notes","Sources","Source_tag","new","notes","group_id","PopName","phylogeny.glottocode","Priority.ranking.for.review","pairing.glottocode","SelectGJB","glottocodeProxyGJB","MorePopsPerGlottocode","commentsChiara","samplePopID","geographicRegion","publication","country","lat","lon","QualityAverage","inDataset","samplesize","glottolog.node1","glottolog.NAME","QualityAverageNEW","samplesizeNEW","median_F_hom","varianc_F_hom","median_proportionHET","n"
"1",1003,15907,0.0833333333333333,0.25,0.4,0,0,0,0.666666666666667,0.833333333333333,0,0,0.5,0,0.5,0.5,0,0.25,0.4,0.25,1,0,0.333333333333333,0.5,0,0.75,1,0.5,0.2,0.75,0.75,0.5,0.5,0.25,0,0,0,0,0,52.59,140.68,53.03,142.08,"North Eurasia","E North Eurasia","Russian Far East","Amur R/ N Sakhalin Island","Nivkh","Nivkhs; Nivkhi; Gilyak","Nivkh Peoples","nan","Paleo-Siberian Peoples","1957",2,NA,1,NA,"Humid Continental","Dfb","HF-Arctic","Nivkh (language isolate)","Nivkh (language isolate)","Nivkh (language isolate)","Nivkh (language isolate)","gily1242","Russia",NA,"Ec1","Gilyak",77,"9022","wiki","Guided by the clan  the Nivkh people's marriage traditions were very complex. With the clan  cross-cousin marriage appers to be the original custom. Howevere  latter that practice became necessity when the clan was not able to marry persons without breaking taboo. Most likely  the bride price was introduced by the Neo-Siberians. The clan people shared the dowry among themselves. Because the number of women was much less than the number of men and the bride prices were so high  it was hard to gain wives. As a result  the wealthier men would end up having more than one wife and the poor men without any.",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottogily1242 @Ethnoniv @WikiNivkh",43.22,142.86,NA,NA,"Nivkh","Hokkaido  Japan",NA,"0:00:37","T5411R45","T124.2","Gilyak Song 1",NA,"nan","Male solo","Male Voice","Men","nan","nan","Robert Austerlitz","1957","Previously Unpublished","Robert Austerlitz Recordings","Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","Copies of recordings sent from the Linguistics Department of Columbia University","@ALC1957AusterlitzRecordings",NA,NA,"15907Nivhgily1242gily1242","Nivh","gily1242",10,"gily1242","YES","0",NA,NA,"Khabarovsk_region__Ulchsky_and_Nikovaevsky_districts","EURASIA","Jeong_2019","Russia",52.85,141.25,588969.5,"NEW_2020",8,"nivk1234","Nivkh",588969.5,8,0.1874,3.01898214285715e-05,0.20819968,2
"2",1004,15907,0.0833333333333333,0,1,0,0,0,0.666666666666667,0.833333333333333,0.75,0,1,0,0.25,0.25,0,0.5,0.2,0.25,1,0,0.666666666666667,0.5,0,1,0.5,0.25,0.4,0.75,0.5,0.5,0.75,0.25,0,0,0,0,0,52.59,140.68,53.03,142.08,"North Eurasia","E North Eurasia","Russian Far East","Amur R/ N Sakhalin Island","Nivkh","Nivkhs; Nivkhi; Gilyak","Nivkh Peoples","nan","Paleo-Siberian Peoples","1957",2,NA,1,NA,"Humid Continental","Dfb","HF-Arctic","Nivkh (language isolate)","Nivkh (language isolate)","Nivkh (language isolate)","Nivkh (language isolate)","gily1242","Russia",NA,"Ec1","Gilyak",77,"9022","wiki","Guided by the clan  the Nivkh people's marriage traditions were very complex. With the clan  cross-cousin marriage appers to be the original custom. Howevere  latter that practice became necessity when the clan was not able to marry persons without breaking taboo. Most likely  the bride price was introduced by the Neo-Siberians. The clan people shared the dowry among themselves. Because the number of women was much less than the number of men and the bride prices were so high  it was hard to gain wives. As a result  the wealthier men would end up having more than one wife and the poor men without any.",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottogily1242 @Ethnoniv @WikiNivkh",43.22,142.86,NA,NA,"Nivkh","Hokkaido  Japan","Old audio file # T40003R01","0:07:33","T9621R01","T123.6","Gilyak Improvised Lament","Lament","Gilyak woman singing improvised lament","Female solo","Female Voice","Women","nan","nan","Robert Austerlitz","1957","Previously Unpublished","Robert Austerlitz Recordings","Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"Unclear from collector's notes which of these short songs is the improvised lament that was coded  so all were included in the audio.","Copies of recordings sent from the Linguistics Department of Columbia University","@ALC1957AusterlitzRecordings",NA,NA,"15907Nivhgily1242gily1242","Nivh","gily1242",10,"gily1242","YES","0",NA,NA,"Khabarovsk_region__Ulchsky_and_Nikovaevsky_districts","EURASIA","Jeong_2019","Russia",52.85,141.25,588969.5,"NEW_2020",8,"nivk1234","Nivkh",588969.5,8,0.1874,3.01898214285715e-05,0.20819968,2
"3",106,20835,0.0833333333333333,0,0.8,0,0,0,1,0,0.75,1,0,0,0,0.25,0,0,0.4,0.5,0,0,0.333333333333333,0,0,1,0,0.25,0.6,0,0.5,0.25,1,0.25,0,0,0,0,0,-38.29,176.54,-38.97,175.39,"Oceania","New Zealand","New Zealand","North Island","Maori","Paratonga","E Polynesian Austronesian","nan","Polynesian Peoples","1919; 1949; 1950; 1950-55; Before 1909",13,8,NA,9,"Temperate Oceanic","Cfb","I-Amazon","Maori","Tokelau-Fijian","Malayo-Polynesian","Austronesian","maor1246","New Zealand",NA,"Ij2","Southern Polynesia",130,"25425","wiki","The Māori people are the native Polynesian people of New Zealand. The Māori migrated from Polynesia to New Zealand in the 13th century C.E. Centuries of isolation resulted in their developing their own language and creating a unique culture with a rich mythology and distinctive art forms rooted in Polynesia. A warrior society developed and war between clans was common. Māori exhibit their heritage and cultural Polynesian identity through song and dance.  ",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap  @Ethnomri @WikiMaori  @Glottomaor1246",-39.23,175.6,NA,NA,"Maori","North Island  New Zealand",NA,"0:01:38","T5429R05","3A22.B5","Te To O Tainui","Boat Song; Work Song; Hauling Song; Chantey","This is a hauling chanty also known as a karakia or enchantment asking Tanemahuta (God of the forest) for committed sin. In 1350 one of the Tainui canoes was carried away towards the strip of land that separates the Waitemata and Manakau harbors. The canoe became fast and could not be controled or moved. The wife of the canoe's commander knew she has committed a sin and as a result realized that she was the one to be blamed for the trouble. She admitted her guilt and asked for forgiveness and once more people on the canoe were able to control it and lead towards the Manakau harbor. (Ulric Williams  Maori Songs of New Zealand  Ethnic Folkways Library  Album No. FE 4433  1952)","Male solo","Male Voice","Men","nan","nan","Alain Daniélou","1950","Smithsonian Folkways","Maori Songs of New Zealand. Folkways Records FE4433  1952","Ralph Rinzler Folklife Archives and Collections  Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","http://www.folkways.si.edu/TrackDetails.aspx?itemid=12258","@FW1952MaoriSongs",NA,NA,"20835maor1246maor1246",NA,"maor1246",7,"maor1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"4",107,20835,0.416666666666667,0,0.8,0.166666666666667,0,0,0,0,1,1,0,0,0.25,0.25,0.6,0.25,0.8,0.75,0,0,0,0,0,1,0,0.25,0.4,0.75,0.75,0.5,0.75,1,0.5,0.75,0,0,0,-38.29,176.54,-38.97,175.39,"Oceania","New Zealand","New Zealand","North Island","Maori","Paratonga","E Polynesian Austronesian","nan","Polynesian Peoples","1919; 1949; 1950; 1950-55; Before 1909",13,8,NA,9,"Temperate Oceanic","Cfb","I-Amazon","Maori","Tokelau-Fijian","Malayo-Polynesian","Austronesian","maor1246","New Zealand",NA,"Ij2","Southern Polynesia",130,"25425","wiki","The Māori people are the native Polynesian people of New Zealand. The Māori migrated from Polynesia to New Zealand in the 13th century C.E. Centuries of isolation resulted in their developing their own language and creating a unique culture with a rich mythology and distinctive art forms rooted in Polynesia. A warrior society developed and war between clans was common. Māori exhibit their heritage and cultural Polynesian identity through song and dance.  ",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap  @Ethnomri @WikiMaori  @Glottomaor1246",-39.23,175.6,NA,NA,"Maori","North Island  New Zealand",NA,"0:03:36","T5429R03","3A22.A1; WFS3.28","Oriori: Popo e Tangi Ana Tama Ki Te Kai Mana","Lullaby","""Po"" meaning night  the word popo is also another term for lullaby. This specific song is the kind of song that would be sung by a mother to her child while rocking it in her arms. It is a song that tells a story about the Maori people coming to New Zealand many centuries ago. The song is about them bringing diferent aspects of their lives such as ""the kumara  or sweet potato  of ancestors  of legendary heroes "" and numerous similar traditions. (Ulric Williams  Maori Songs of New Zealand  Ethnic Folkways Library  Album No. FE 4433  1952)","Male chorus","Male Voices","Men","nan","nan","Alain Daniélou","1950","Smithsonian Folkways","Maori Songs of New Zealand. Folkways Records FE4433  1952","Ralph Rinzler Folklife Archives and Collections  Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","http://www.folkways.si.edu/TrackDetails.aspx?itemid=7084","@FW1952MaoriSongs",NA,NA,"20835maor1246maor1246",NA,"maor1246",7,"maor1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"5",108,20835,0.416666666666667,0,1,0.166666666666667,0,0,0,0.833333333333333,1,0,0,0,0.25,0.25,0,0.25,0.4,0.25,1,0,0.666666666666667,0,0,1,0,0.25,0.4,0.75,0.75,0.5,0.75,0.5,0.75,0.5,0,0,0,-38.29,176.54,-38.97,175.39,"Oceania","New Zealand","New Zealand","North Island","Maori","Paratonga","E Polynesian Austronesian","nan","Polynesian Peoples","1919; 1949; 1950; 1950-55; Before 1909",13,8,NA,9,"Temperate Oceanic","Cfb","I-Amazon","Maori","Tokelau-Fijian","Malayo-Polynesian","Austronesian","maor1246","New Zealand",NA,"Ij2","Southern Polynesia",130,"25425","wiki","The Māori people are the native Polynesian people of New Zealand. The Māori migrated from Polynesia to New Zealand in the 13th century C.E. Centuries of isolation resulted in their developing their own language and creating a unique culture with a rich mythology and distinctive art forms rooted in Polynesia. A warrior society developed and war between clans was common. Māori exhibit their heritage and cultural Polynesian identity through song and dance.  ",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap  @Ethnomri @WikiMaori  @Glottomaor1246",-39.23,175.6,NA,NA,"Maori","North Island  New Zealand",NA,"0:02:45","T5429R04","3A22.A4","Waiata Aroha by Puhiwahine","Love Song","Love song  one of the best known waita amongst the Maori people","Mixed chorus","Mixed Voices","Mixed adults","nan","nan","Alain Daniélou","1950","Smithsonian Folkways","Maori Songs of New Zealand. Folkways Records FE4433  1952","Ralph Rinzler Folklife Archives and Collections  Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","http://www.folkways.si.edu/TrackDetails.aspx?itemid=12251","@FW1952MaoriSongs",NA,NA,"20835maor1246maor1246",NA,"maor1246",7,"maor1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"6",109,20835,0.416666666666667,0,0.8,0.166666666666667,0,0,0.666666666666667,0,1,1,1,0,0.25,0.25,0.6,0,0.6,0.25,0,0,0.333333333333333,0,0,1,0,0.5,0.8,0,0.25,0.5,1,1,1,1,0,0,0,-38.29,176.54,-38.97,175.39,"Oceania","New Zealand","New Zealand","North Island","Maori","Paratonga","E Polynesian Austronesian","nan","Polynesian Peoples","1919; 1949; 1950; 1950-55; Before 1909",13,8,NA,9,"Temperate Oceanic","Cfb","I-Amazon","Maori","Tokelau-Fijian","Malayo-Polynesian","Austronesian","maor1246","New Zealand",NA,"Ij2","Southern Polynesia",130,"25425","wiki","The Māori people are the native Polynesian people of New Zealand. The Māori migrated from Polynesia to New Zealand in the 13th century C.E. Centuries of isolation resulted in their developing their own language and creating a unique culture with a rich mythology and distinctive art forms rooted in Polynesia. A warrior society developed and war between clans was common. Māori exhibit their heritage and cultural Polynesian identity through song and dance.  ",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap  @Ethnomri @WikiMaori  @Glottomaor1246",-39.23,175.6,NA,NA,"Maori","North Island  New Zealand",NA,"0:02:24","T5429R12","T77.1","Pofo",NA,"nan","Mixed chorus","Mixed Voices","Mixed adults","nan","nan","Douglas Geoffrey Bridson","1949","BBC Home Service","Maoris: A Study of a People  D. G. Bridson  BBC Home Service  1949","BBC Recordings Collection  Sound Archive of the British Library  London; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","Copied for A. L. by the BBC","@BBCHS1949Maoris",NA,NA,"20835maor1246maor1246",NA,"maor1246",7,"maor1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"7",110,14037,0.416666666666667,0.25,0.4,0.333333333333333,0,0,0.666666666666667,0.0833333333333333,0.5,1,0,0,0.25,0.5,0.6,0,0.8,1,0,0,0.333333333333333,0,0,0.75,0,0.5,0.6,0.25,0.25,0.75,0.75,1,1,1,0,0,0,-21.24,-159.74,-21.24,-159.74,"Oceania","Polynesia","Cook Islands","Rarotonga","Cook Is Maori","Kūki 'Āirani; Kuki Airani﻿","E Polynesian Austronesian","nan","Polynesian Peoples","1930; 1950; 1992; Unknown;",15,NA,NA,NA,"Tropical Rainforest","Af","AH-Eastern Maritimes","Maori","Tokelau-Fijian","Malayo-Polynesian","Austronesian","maor1246","Cook Islands",NA,NA,NA,NA,"54582","wiki","The Māori migrated from Polynesia to New Zealand in the 13th century C.E. Centuries of isolation resulted in their developing their own language and creating a unique culture with a rich mythology and distinctive art forms rooted in Polynesia. A warrior society developed and war between clans was common.",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottomaor1246 @Ethnomri @WikiCookIsl",-21.22,-159.77,NA,NA,"Cook Is Maori","Rarotonga  Cook Islands",NA,"0:02:07","T5429R02","T90.4","First Fierce Part Song",NA,"nan","Mixed chorus","Mixed Voices","Mixed adults","nan","nan","E. G. Burrows","1930","Previously Unpublished","E. G. Burrows Collection  Coral Atoll Project  Sponsored by the Pacific Science Board and the Office of Naval Reserves","Ethnomusicology Archive  University of California at Los Angeles; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","nan","@EGBC1930-50CoralAtoll",NA,NA,"14037maor1246maor1246",NA,"maor1246",10,"maor1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"8",111,20835,0.583333333333333,0,1,0.166666666666667,0,0,0.666666666666667,0.833333333333333,0.25,0.142857142857143,0.25,0,0.25,0.25,0,0.25,0,0.25,1,0,0.666666666666667,0.5,0,1,0,0,0.8,0,0.25,0.25,1,0.5,1,1,0,0,0,-38.29,176.54,-38.97,175.39,"Oceania","New Zealand","New Zealand","North Island","Maori","Paratonga","E Polynesian Austronesian","nan","Polynesian Peoples","1919; 1949; 1950; 1950-55; Before 1909",13,8,NA,9,"Temperate Oceanic","Cfb","I-Amazon","Maori","Tokelau-Fijian","Malayo-Polynesian","Austronesian","maor1246","New Zealand",NA,"Ij2","Southern Polynesia",130,"25425","wiki","The Māori people are the native Polynesian people of New Zealand. The Māori migrated from Polynesia to New Zealand in the 13th century C.E. Centuries of isolation resulted in their developing their own language and creating a unique culture with a rich mythology and distinctive art forms rooted in Polynesia. A warrior society developed and war between clans was common. Māori exhibit their heritage and cultural Polynesian identity through song and dance.  ",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap  @Ethnomri @WikiMaori  @Glottomaor1246",-38.46,175.02,NA,NA,"Maori","Waikato-Waitomo Region  North Island  New Zealand",NA,"0:02:08","T5429R13","T154.11, IU.1561.1","The Song of Rewi Maniapoto",NA,"nan","Female leader  male chorus","Female Voice; Male Voices","Mixed adults","nan","nan","Bruce Biggs","1950-55","Previously Unpublished","Bruce Briggs Collection  Indiana University","The Archives of Traditional Music  Indiana University  Bloomington; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","Copies from the Archives of Folk and Primitive Music made for Alan Lomax in 1961","@BrBC1950-5TheSongofRewiManiapoto",NA,NA,"20835maor1246maor1246",NA,"maor1246",7,"maor1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"9",112,20835,0.0833333333333333,0,0.4,0,0.4,0,0.666666666666667,0.833333333333333,0.25,0,0,0.125,0.25,0.75,0,0,0.8,0.25,0,0,0.333333333333333,0,0.0909090909090909,1,0,0.5,0.8,0,0,0.25,1,0.25,0,0,0.25,0,0,-38.29,176.54,-38.97,175.39,"Oceania","New Zealand","New Zealand","North Island","Maori","Paratonga","E Polynesian Austronesian","nan","Polynesian Peoples","1919; 1949; 1950; 1950-55; Before 1909",13,8,NA,9,"Temperate Oceanic","Cfb","I-Amazon","Maori","Tokelau-Fijian","Malayo-Polynesian","Austronesian","maor1246","New Zealand",NA,"Ij2","Southern Polynesia",130,"25425","wiki","The Māori people are the native Polynesian people of New Zealand. The Māori migrated from Polynesia to New Zealand in the 13th century C.E. Centuries of isolation resulted in their developing their own language and creating a unique culture with a rich mythology and distinctive art forms rooted in Polynesia. A warrior society developed and war between clans was common. Māori exhibit their heritage and cultural Polynesian identity through song and dance.  ",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap  @Ethnomri @WikiMaori  @Glottomaor1246",-39.23,175.6,NA,NA,"Maori","North Island  New Zealand",NA,"0:00:56","T5429R14","T154.14, IU.1562.4a","Hula Chant","Hula; Chant","Traditional Hawaiian hula chants","Female duet  percussion","2 Female Voices; Percussion","Women","nan","nan","Bruce Biggs","1950-55","Previously Unpublished","Bruce Briggs Collection  Indiana University","The Archives of Traditional Music  Indiana University  Bloomington; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","Copies from the Archives of Folk and Primitive Music made for Alan Lomax in 1961","@BrBC1950-5HulaChant",NA,NA,"20835maor1246maor1246",NA,"maor1246",7,"maor1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"10",113,24795,0.75,0,0.4,0.166666666666667,0,0,0.666666666666667,0,0.5,1,0.75,0,0.5,0.5,0.4,0,0.6,0.5,0.333333333333333,0,0.333333333333333,0.5,0,1,0,0,0.8,0.25,0.5,0.5,0.75,1,0.75,1,0,0,0,-13.65,-172.36,-13.67,-172.02,"Oceania","Polynesia","Samoa","Samoan Islands","Samoa","Samoan","E Polynesian Austronesian","nan","Polynesian Peoples","1957; 1960; 1992;",16,NA,1,NA,"Tropical Rainforest","Af","AH-Eastern Maritimes","Samoan","Tokelau-Fijian","Malayo-Polynesian","Austronesian","samo1305","Samoa",NA,"Ii1","Western Polynesia",129,"56160","wiki","The Samoan people  are Polynesian native group indigenous to the Samoan Islands. Throughout Eastern Polynesia the Samoan people and their culture shape a crucial link and bridge in the building and spreading of Polynesian culture  including religion and language.",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap  @Ethnosmo @WikiSamoans  @Glottosamo1305",-14.2,-169.55,NA,NA,"Samoa","Manu'a Islands  American Samoa",NA,"0:02:50","T5429R43","T159.4","Traditional Chant","Responsorial Song; Chant","Call and response","Male leader  male chorus","Male Voice; Male Voices","Men","nan","nan","Ann Rothschild-Mayer","1957","Previously Unpublished","Ann Rothschild-Mayer Collection  Archives of Folk and Primitive Music of Indiana University","The Archives of Traditional Music  Indiana University  Bloomington; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","Dubbed from The Archives of Traditional Music  Indiana University","@ARMC1957TraditionalChant",NA,NA,"24795samo1305samo1305",NA,"samo1305",7,"samo1305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
