"","lhs","op","rhs","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox"
"1","differentiation","=~","line_37",1,0,NA,NA,1,1,0.15232566549562,0.611619923945788,0.611619923945788
"2","differentiation","=~","line_10",-1.62425127335066,0.0671794223577609,-24.1778094592833,0,-1.75592052167408,-1.49258202502724,-0.247415156145247,-0.803198762871758,-0.803198762871758
"3","differentiation","=~","line_30",1.6024636697592,0.0667356458561769,24.0121100080861,0,1.47166420739607,1.73326313212232,0.244096344928623,0.78788658091099,0.78788658091099
"4","differentiation","=~","line_23",0.525363391519131,0.027451481244422,19.137888656769,0,0.471559476957787,0.579167306080475,0.0800263282401875,0.277007658296973,0.277007658296973
"5","ornamentation","=~","line_28",1,0,NA,NA,1,1,0.160760925971946,0.557432213158497,0.557432213158497
"6","ornamentation","=~","line_29",1.76350469579232,0.0684722288148314,25.7550356738255,0,1.62930159337407,1.89770779821058,0.283502647851448,0.827320596653476,0.827320596653476
"7","ornamentation","=~","line_23",1.08786235059023,0.0368801836425188,29.4972053592499,0,1.01557851890767,1.16014618227279,0.174885758810902,0.605359455856798,0.605359455856798
"8","ornamentation","=~","line_31",0.928254788599675,0.0402567008702324,23.0583919827883,0,0.849353104757617,1.00715647244173,0.149227099353176,0.439031816846147,0.439031816846147
"9","rhythm","=~","line_11",1,0,NA,NA,1,1,0.135439052324885,0.574994911832327,0.574994911832327
"10","rhythm","=~","line_24",-0.9017157980132,0.0327582803687023,-27.5263471667063,0,-0.965920847731322,-0.837510748295078,-0.122127533149285,-0.606597683017655,-0.606597683017655
"11","rhythm","=~","line_17",1.15194861660988,0.0424400634916228,27.1429522445757,0,1.0687676206647,1.23512961255505,0.156018828960604,0.585735807508748,0.585735807508748
"12","dynamics","=~","line_25",1,0,NA,NA,1,1,0.158248443020743,0.70679760704699,0.70679760704699
"13","dynamics","=~","line_36",1.12484146602918,0.0477090955028627,23.5770863851671,0,1.03133335710859,1.21834957494977,0.178004410644288,0.788801441969778,0.788801441969778
